Transaction ID,Date,Fiscal Year,Fiscal Period,Region,Country,Legal Entity,Business Unit,Department,Cost Center,Profit Center,GL Account,Cost Category,Cost Type,Line Type,Currency,FX Rate to USD,Revenue Local,Budget Local,Actual Local,Revenue USD,Budget USD,Actual USD,Variance USD,Variance %,Profit USD,Margin %,Anomaly Flag,Anomaly,Payment Status,Payment Due Date,Revenue,COGS,Gross Profit,Gross Margin %,EBITDA,EBITDA Margin %,D&A,EBIT,Interest / Finance Cost,EBT,Tax,PAT,PAT Margin %,Cash Inflow,Cash Outflow,Net Cash Flow,Opening Cash,Closing Cash,Account / Cost Category,Budget,Actual,Variance,Profit,Opex,Receivables,Inventory,Payables,Other Current Assets,Other Current Liabilities,Short-Term Debt,Long-Term Debt,Total Debt,Current Assets,Current Liabilities,Property Plant Equipment,Other Non-Current Assets,Total Assets,Total Liabilities,Total Equity,Working Capital,Net Debt,Net Working Capital,Balance Sheet Check
TXN-000011,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,Operations,CC-OPS,PC-OPS,510100,Payroll,COGS,Payroll,INR,0.0118,55216459.323581,81369858.71885046,79728262.66283426,651554.2200182558,960164.3328824356,940793.499421444,-19370.833460991416,-2.0174498049557545,-289239.27940318827,-44.39220413538018,0,Normal,On Time,2025-02-15,651554.2200182558,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,960164.3328824356,940793.499421444,-19370.833460991416,-289239.27940318827,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000012,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,Operations,CC-OPS,PC-OPS,560100,Office & Facilities,COGS,Department Driver,INR,0.0118,55216459.323581,21586469.479853395,20941833.649840448,651554.2200182558,254720.33986227005,247113.63706811727,-7606.702794152778,-2.9862957933653047,404440.5829501385,62.07320442783819,0,Normal,On Time,2025-02-15,651554.2200182558,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Office & Facilities,254720.33986227005,247113.63706811727,-7606.702794152778,404440.5829501385,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000013,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,IT,CC-IT,PC-TECH,510100,Payroll,COGS,Payroll,INR,0.0118,46013716.10298417,73038549.69439134,72450149.87968622,542961.8500152131,861854.8863938177,854911.7685802975,-6943.117813520262,-0.8056017228807192,-311949.91856508434,-57.45337698336336,0,Normal,On Time,2025-01-31,542961.8500152131,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,861854.8863938177,854911.7685802975,-6943.117813520262,-311949.91856508434,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000014,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,IT,CC-IT,PC-TECH,520200,Software Licenses,COGS,Department Driver,INR,0.0118,46013716.10298417,38218084.91373303,39281503.73827789,542961.8500152131,450973.4019820497,463521.7441116791,12548.342129629362,2.782501600865772,79440.10590353404,14.63088169110007,0,Normal,On Time,2025-01-31,542961.8500152131,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Software Licenses,450973.4019820497,463521.7441116791,12548.342129629362,79440.10590353404,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000015,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,Procurement,CC-PROC,PC-OPS,510100,Payroll,Opex,Payroll,INR,0.0118,32209601.27208892,30505540.92337646,39880277.32066998,380073.2950106493,359965.3828958422,470587.2723839058,110621.88948806364,30.731257710987357,-90513.97737325646,-23.81487427858365,1,High Spend / Statistical Anomaly,On Time,2025-01-16,380073.2950106493,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,359965.3828958422,470587.2723839058,110621.88948806364,-90513.97737325646,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000016,2025-01-01,2025,2025-01,India,India,FinSight India Pvt Ltd,India,Procurement,CC-PROC,PC-OPS,530100,Professional Services,Opex,Department Driver,INR,0.0118,32209601.27208892,23713292.50808029,24120743.927595604,380073.2950106493,279816.8515953474,284624.7783456281,4807.926750280719,1.718240600188592,95448.5166650212,25.113186829489507,0,Normal,On Time,2025-01-31,380073.2950106493,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Professional Services,279816.8515953474,284624.7783456281,4807.926750280719,95448.5166650212,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000017,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Engineering,CC-ENG,PC-TECH,510100,Payroll,COGS,Payroll,SGD,0.745,1822019.630923534,519177.4949036934,502951.21546934894,1357404.625038033,386787.2337032516,374698.65552466497,-12088.578178586611,-3.125381896099791,982705.969513368,72.39594969597466,0,Normal,On Time,2025-02-15,1357404.625038033,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,386787.2337032516,374698.65552466497,-12088.578178586611,982705.969513368,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000018,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Engineering,CC-ENG,PC-TECH,520100,Cloud Infrastructure,COGS,Department Driver,SGD,0.745,1822019.630923534,315104.5551979401,312831.4168531256,1357404.625038033,234752.89362246537,233059.40555557853,-1693.4880668868427,-0.7213917753066534,1124345.2194824545,82.83051337407603,0,Normal,On Time,2025-01-31,1357404.625038033,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Cloud Infrastructure,234752.89362246537,233059.40555557853,-1693.4880668868427,1124345.2194824545,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000019,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Finance,CC-FIN,PC-CORP,510100,Payroll,Opex,Payroll,SGD,0.745,583046.2818955309,705300.0990820522,715965.1090021004,434369.4800121705,525448.5738161289,533394.0062065648,7945.432390435984,1.512123695137546,-99024.52619439432,-22.797302930127547,0,Normal,On Time,2025-02-15,434369.4800121705,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,525448.5738161289,533394.0062065648,7945.432390435984,-99024.52619439432,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000020,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Finance,CC-FIN,PC-CORP,520200,Software Licenses,Opex,Department Driver,SGD,0.745,583046.2818955309,519676.4930607205,506004.915028057,434369.4800121705,387158.9873302368,376973.66169590247,-10185.325634334324,-2.630786309410015,57395.81831626804,13.213593716266592,0,Normal,On Time,2025-01-31,434369.4800121705,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Software Licenses,387158.9873302368,376973.66169590247,-10185.325634334324,57395.81831626804,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000021,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,HR,CC-HR,PC-CORP,510100,Payroll,Opex,Payroll,SGD,0.745,583046.2818955309,629190.8248961025,621111.9934170399,434369.4800121705,468747.1645475964,462728.4350956947,-6018.729451901666,-1.2840033832973785,-28358.955083524168,-6.528763273775493,0,Normal,On Time,2025-01-31,434369.4800121705,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,468747.1645475964,462728.4350956947,-6018.729451901666,-28358.955083524168,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000022,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,HR,CC-HR,PC-CORP,530100,Professional Services,Opex,Department Driver,SGD,0.745,583046.2818955309,399585.7711384254,403593.931360227,434369.4800121705,297691.39949812694,300677.4788633691,2986.079365242144,1.0030788159403752,133692.0011488014,30.778405781422656,0,Normal,On Time,2025-01-16,434369.4800121705,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Professional Services,297691.39949812694,300677.4788633691,2986.079365242144,133692.0011488014,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000023,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Sales,CC-SALES,PC-GROWTH,510100,Payroll,COGS,Payroll,SGD,0.745,1311854.1342649446,2086954.5513660389,2074314.919335865,977331.3300273836,1554781.1407676989,1545364.6149052193,-9416.52586247959,-0.6056496065954353,-568033.2848778357,-58.12085087479188,0,Normal,On Time,2025-02-15,977331.3300273836,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,1554781.1407676989,1545364.6149052193,-9416.52586247959,-568033.2848778357,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000024,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Sales,CC-SALES,PC-GROWTH,540100,Travel,COGS,Department Driver,SGD,0.745,1311854.1342649446,608532.4763106654,613904.4789920558,977331.3300273836,453356.6948514457,457358.8368490815,4002.1419976357606,0.8827799485672463,519972.4931783021,53.20329730591295,0,Normal,On Time,2025-01-16,977331.3300273836,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Travel,453356.6948514457,457358.8368490815,4002.1419976357606,519972.4931783021,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
TXN-000025,2025-01-01,2025,2025-01,APAC,Singapore,FinSight APAC Pte Ltd,APAC,Marketing,CC-MKT,PC-GROWTH,510100,Payroll,Opex,Payroll,SGD,0.745,874569.4228432963,1028009.1627519222,1006920.8271118848,651554.2200182558,765866.826250182,750156.0161983542,-15710.810051827792,-2.0513762332219905,-98601.79618009843,-15.133321702273026,0,Normal,7 Days Late,2025-01-16,651554.2200182558,22632406.24709285,31663778.75442846,58.31676526360238,10588917.165266894,19.50213843747992,1465996.9950410754,9122920.170225818,597258.0350167344,8525662.135209084,2131415.533802271,6394246.601406813,11.776603828109938,51038413.90143003,43649784.92076902,7388628.980661012,85000000.0,92388628.980661,Payroll,765866.826250182,750156.0161983542,-15710.810051827792,-98601.79618009843,21074861.589161567,74973362.30347052,13393423.970882345,23810531.503790837,16288855.500456393,13031084.400365114,45000000.0,75000000.0,120000000.0,197044270.75547028,81841615.90415595,220000000.0,55000000.0,472044270.7554703,156841615.90415597,315202654.8513143,115202654.85131432,27611371.019338995,64556254.77056202,0.0
